Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Term_Years,log_CIHR_Contribution,Year
"Cooke, Martin J; Wilk, Piotr",University of Waterloo (Ontario),Operating Grant - Secondary Analysis of Databases,201104SEC,Secondary Analysis of Databases,Understanding Obesity among Métis and Off-Reserve First Nations Children: Contexts and Determinants,96000,0,2 yrs 0 mth ,0.0,11.472113887062386,2011
"Pederson, Ann P",University of British Columbia,Travel Awards - Institute Community Support,201501ISU,Institute of Gender and Health,Understanding Older Women's Participation in Physical Activity: Implications for Health Promotion,2500,0,1 yr 0 mth ,1.0,7.824445930877619,2015
"Gomes, Tara; deGonzague, Bernadette",Unity Health Toronto,Project Grant,202010PJT,Indigenous Health Research,Understanding Opioid Use and Harms among First Nations People in Ontario: Integrating Administrative Data with Guidance from Communities,1158976,0,4 yrs 0 mth ,0.0,13.963048277431279,2020
"Latimer, Margot A",IWK Health Centre (Halifax),"Planning Grants - PA: First Nations, Inuit or Métis Planning Activities",201202PME,Planning Grants,Understanding Pain in Aboriginal Children: Moving Forward in Central and Eastern Canada,22369,0,1 yr 0 mth ,1.0,10.015476054484175,2012
"Gaetz, Stephen A","York University (Toronto, Ontario)",Catalyst Grant: Pandemic Preparedness,200904PAP,Pandemic Preparedness,Understanding Pandemic Preparedness in the Context of the Canadian Homelessness Crisis,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2009
"Shea, Jennifer M; Bull, Julie R; Wall, Darlene",Memorial University of Newfoundland,Project Grant,201903PJT,Indigenous Health Research,"Understanding People, Place, & Culture: A NunatuKavut Inuit Mental Wellness Initiative",642600,0,5 yrs 0 mth ,0.0,13.373279281840711,2019
"Tuite, Ashleigh",University of Toronto,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201210GSD,Doctoral Research Awards - B,Understanding Recent Trends in Chlamydia in Ontario Using Applied Epidemiology and Mathematical Modeling,70000,0,2 yrs 0 mth ,0.0,11.156264806643742,2012
"Burnside, Heather",University of Toronto,Fellowship: POR Awards - Trans. to Leadership - P1 - Indigenous Peoples' Health,201911TS1,POR Awards- Transition to Leadership Stream- Phase 1- Fellowship,"Understanding Sex and Gender Influences on Self-Management Practices of Indigenous Men, Women and Two-Spirited Individuals Living with Type 2 Diabetes: A Strengths-Based, Patient-Oriented Approach.",165000,0,3 yrs 0 mth ,0.0,12.013706813470414,2019
"Winters, Meghan","Simon Fraser University (Burnaby, B.C.)",Operating Grant: Population Health Intervention Research,201112GIR,Operating Grant: Population Health Intervention Research,"Understanding a New Bikeshare Program in Vancouver: Motivators, Deterrents & Equity (LOI Title: Health Promotion through Active Transportation - A pre-post evaluation of a Vancouver-based Public Bikeshare Program)",200000,0,1 yr 0 mth ,1.0,12.206077645517674,2011
"Butalia, Sonia",University of Calgary,Catalyst Grant: CPHO Report - General Pool,202205FO4,Catalyst Grant : Chief Public Health Officer (CPHO) Report 2023,Understanding a Public Health Measure in People with Diabetes: Assessing COVID-19 Vaccination Uptake,83000,0,1 yr 0 mth ,1.0,11.326607934898927,2022
"Baumbusch, Jennifer L; Jodoin, Sebastien",University of British Columbia,Project Grant,202209PJT,Social Dimensions in Aging,Understanding and Enhancing the Climate Resilience of Older Adults in Canada,321300,0,3 yrs 0 mth ,0.0,12.68013365745516,2022
"Becker, Marissa",University of Manitoba,CIHR New Investigator,201312MSH,Health Research Salary A,Understanding and Responding to HIV Vulnerability Among Disadvantaged Populations in Canada and Globally: A Program Science Research Agenda,300000,0,5 yrs 0 mth ,0.0,12.611541086966115,2013
"Di Ruggiero, Erica; Loh, Lawrence; Allin, Sara; Fadel, Shaza A",University of Toronto,Operating Grant: COVID-19 Vaccine Confidence,202108VCF,Operating Grant : COVID-19 Vaccine Confidence,Understanding and evaluating the role of partnerships with Canadian minority faith-based communities in improving vaccine confidence in communities and vaccination program implementers,199871,0,2 yrs 0 mth ,0.0,12.20543244064275,2021
"Yakubovich, Alexa R",Unity Health Toronto,Fellowship - PA - Research & Knowledge Translation on Urban Housing and Health,201811RAT,Health Research Training A - Post-PhD (HTA),Understanding and improving intersectoral service responsiveness to the needs of women and LGBTQ people experiencing intimate partner violence in Canadian urban centres: A mixed-methods study,45000,0,2 yrs 0 mth ,0.0,10.714439990727769,2018
"Backman, Chantal; Manuel, Douglas G",University of Ottawa,Project Grant,202403PJT,"Public, Community & Population Health",Understanding and improving patient safety for older adults in retirement homes,543152,0,4 yrs 0 mth ,0.0,13.205146327182739,2024
"Holtzman, Susan",University of British Columbia,"Catalyst Grant: Methods and Measures for Gender, Sex and Health",200910MMG,"Catalyst Grant: Methods and Measures for Gender, Sex and Health Research",Understanding and measuring the construct of irritability in men and women,98940,0,1 yr 0 mth ,1.0,11.50227899186626,2009
"Lee, Kelley; Smith, Julia; Wenham, Clare","Simon Fraser University (Burnaby, B.C.)",Operating Grant: COVID-19 - Public health response and its impact,202002OV7,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Understanding and mitigating real-time differential gendered effects of the COVID-19 outbreak,494524,0,2 yrs 0 mth ,0.0,13.111352984884277,2020
"Meisner, Brad",Dalhousie University (Nova Scotia),Planning and Dissemination Grant - Institute Community Support,201702PCS,Planning and Dissemination - IA,Understanding and promoting resilience factors and processes among family caregivers of people with dementia.,19997,0,1 yr 0 mth ,1.0,9.903387547535795,2017
"Afifi, Tracie O; Tonmyr, Lil E",University of Manitoba,"Op Gr:Understanding/mitigating impacts of COVID-19 on children, youth & families",202107UIP,"Understanding/mitigating impacts of COVID-19 on children, youth & families",Understanding and responding to self-perceived stressors among parents and youth due to the COVID-19 pandemic: Informing an evidence-based public health approach,141720,0,1 yr 0 mth ,1.0,11.861615615121604,2021
"Boakye, Priscilla N; Fung, Kenneth; Wong, Josephine Pui-Hing",Toronto Metropolitan University,Project Grant - Priority Announcement: Population and Public Health,202309PAA,"Psychosocial, Sociocultural & Behavioural Determinants of Health",Understanding and taking action on the risk and protective factors of maternal mental health of Black Mothers/Gestational Parents,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2023
"Mahar, Alyson L",University of Manitoba,Project Grant,201809PJT,Health Services Evaluation & Interventions Research 2,Understanding cancer burden and outcomes for Canadians living with intellectual and developmental disabilities,298352,0,4 yrs 0 mth ,0.0,12.606032628203847,2018
"Carnide, Nancy; Smith, Peter M",Institute for Work & Health (Toronto),Project Grant,202003PJT,"Public, Community & Population Health 2",Understanding cannabis use and associated long-term recovery and return-to-work outcomes among Ontario workers following a work-related injury or illness,485776,0,4 yrs 0 mth ,0.0,13.093504949843169,2020
"van Draanen Earwaker, Jenna",University of Waterloo (Ontario),Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201210GSD,Doctoral Research Awards - B,Understanding change in health behaviours over time in response to the educational environment for First Nations youth.,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2012
"Taylor, Leah",University of Western Ontario,Travel Awards - Institute Community Support,201802ISU,CPHA Conference,Understanding children's perceived barriers to physical activity in varying environments.,1500,0,1 yr 0 mth ,1.0,7.313886831633462,2018
"Hoekstra, Femke",University of British Columbia,CIHR Fellowship,201910MFE,Health Research Training A - Post-PhD (HTA),Understanding counsellor-client interactions in spinal cord injury exercise counselling: a novel method to explain outcomes of randomized controlled trials by assessing intervention fidelity,112500,0,2 yrs 6 mths ,0.0,11.630717389475995,2019
"Audet, Mélisa",Université de Sherbrooke,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201210GSD,Doctoral Research Awards - B,Understanding experiences of obesity and weight loss strategies of menopausal women from contrasting social environments,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2012
"Hicks, Lydia J","Lakehead University (Thunder Bay, Ontario)",Doctoral Research Award: Canada Graduate Scholarships,202211FBD,Doctoral Research Awards - B,"Understanding facilitators and barriers for Indigenous peoples' participation in land-based interventions: Perspectives from substance use treatment recipients, service providers, and national population-level survey respondents",105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2022
"Sexton, Kathryn A",University of Manitoba,Fellowship - Priority Announcement - Inflammatory Bowel Disease,201411IBD,Health Research Training B - HP,"Understanding health anxiety in a chronic illness population: Longitudinal impact on disease activity, health care utilization, and quality of life in inflammatory bowel disease",11125,0,1 yr 0 mth ,1.0,9.317039990635239,2014
"Wekerle, Christine M",McMaster University,Team Grant: Boys' and Men's Health  - CIHR/PHAC,201408TE3,Team Grant: Boy's and Men's Health,Understanding health risks and promoting resilience in male youth with sexual violence experience,1195070,0,5 yrs 0 mth ,0.0,13.993716155808734,2014
"Wekerle, Christine M",McMaster University,Team Grant: Boys' and Men's Health  - LOI,201402TEI,Team Grant: Boy's and Men's Health,Understanding health risks and promoting resilience in male youth with sexual violence experiences,10000,0,1 yr 0 mth ,1.0,9.210440366976517,2014
"Banack, Hailey R",Direct Payment,Banting Postdoctoral Fellowship Program,201609BPF,Banting Postdoctoral Fellowships Program,Understanding healthy aging in post-menopausal women: the ECHO-PM study,140000,0,2 yrs 0 mth ,0.0,11.849404844423074,2016
"Guo, Xiaocong",University of British Columbia,Doctoral Research Award: Canada Graduate Scholarships,202211FBD,Doctoral Research Awards - B,"Understanding heat-related illness, injury, and differential vulnerability among workers in British Columbia",105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2022
"Turpin, Williams",University of Toronto,Fellowship - Priority Announcement - Inflammatory Bowel Disease,201311IBD,Fellowships - Post-PhD,Understanding how host genes influence the intestinal microbial composition and function in healthy first degree relatives of Crohn's disease subjects,45000,0,2 yrs 0 mth ,0.0,10.714439990727769,2013
"Hetherington, Erin",University of Calgary,Doctoral: Vanier Canada Graduate Scholarships,201511CGV,Vanier Canada Graduate Scholarships CIHR,Understanding how social support protects against postpartum depression: A longitudinal analysis,150000,0,3 yrs 0 mth ,0.0,11.918397239722838,2015
"Bouchard, Danielle; Durand, Krista; Louis, Richard; Mills, Pam; Tregunna, Nancy I; Willison, Kimberly; Dogra, Shilpa; Kehler, Dustin S; Sibley, Kathryn M",University of New Brunswick (Fredericton),"Team Grant: HCIS - Musculoskeletal health, mobility or prevention",202207HG3,Team Grant: Healthy Cities Implementation Science (HCIS) Team Grants,"Understanding how to Attract, Adapt, IMplement and Sustain an evidence-informed fall prevention exercise program in Community Settings: The AAIMS project.",2992083,0,6 yrs 0 mth ,0.0,14.911480692548723,2022
"Pikula, Aleksandra; Ibrahim, Sarah; Rac, Valeria E",University Health Network (Toronto),Operating Grant: BHCIA: Knowledge Synthesis and Mobilization Grants - VCI,202306BK7,BHCIA : Knowledge Synthesis and Mobilization Grants,"Understanding how, why and for whom Lifestyle Medicine Interventions work for the management of Hypertension as a Modifiable Risk Factor to reduce Stroke and Vascular Cognitive Impairment & Dementia: A Realist Review",99980,0,1 yr 0 mth ,1.0,11.512735446917942,2023
"Asada, Yukiko; Hurley, Jeremiah E",Dalhousie University (Nova Scotia),Operating Grant,201503MOP,Social Dimensions in Aging,Understanding inequalities and inequities in health and wellness among older Canadians,230437,0,2 yrs 0 mth ,0.0,12.34773712475988,2015
"Humphries, Karin H; Young, Lynne E",University of British Columbia,Catalyst Grant-Clinical Interventions for Cardiovasc Disease:Enhancing effect...,201106CAI,Catalyst Grant: Clinical Interventions for Cardiovascular Disease,Understanding inequities in health-related experiences among mid-life women and men following an acute myocardial infarction: an institutional ethnographic approach,88850,2250,1 yr 0 mth ,1.0,11.39471608844349,2011
"Nugus, Peter",McGill University,Project Grant,201809PJT,Health Policy & Systems Management Research,"Understanding organizational culture to improve admission-discharge processes: A systems approach to healthcare performance, evaluation and education",170000,0,3 yrs 0 mth ,0.0,12.04355959836804,2018
"Fleming, Taylor",Direct Payment,CIHR Fellowship,202310MFE,Health Research Training A - Post-PhD (HTA),Understanding polysubstance use and overdose risk: Harnessing community-based and ethnographic approaches to advance health equity for people experiencing homelessness,100000,0,2 yrs 0 mth ,0.0,11.51293546492023,2023
"Conklin, Annalijn",Direct Payment,CIHR Fellowship,201311MFE,Health Research Training A - Post-PhD (HTA),Understanding social equity for health: international comparisons of social conditions and their impact on individual health and wellbeing,150000,0,3 yrs 0 mth ,0.0,11.918397239722838,2013
"Fitzpatrick, Tiffany",Direct Payment,Banting Postdoctoral Fellowship Program,201909BPF,Banting Postdoctoral Fellowships Program,"Understanding spatial and population mixing variations in the transmission dynamics of respiratory syncytial virus (RSV) to inform RSV vaccine delivery strategies which optimize population-level vaccine and reduce disparities: development and validation of a transmission (simulation) model, using administrative health data and cutting-edge spatio-temporal Bayesian methods",140000,0,2 yrs 0 mth ,0.0,11.849404844423074,2019
"Loutfi, David",McGill University,Travel Awards - Institute Community Support,201707ISU,HIV/AIDS and/or other Sexually Transmitted and Blood-borne Infections (STBBIs).,Understanding support networks of marginalized young women to prevent HIV in Botswana,2500,0,1 yr 0 mth ,1.0,7.824445930877619,2017
"Logie, Carmen; Lys, Candice L",University of Toronto,Operating Grant - HIV/AIDS CBR Program - Indigenous,201511CBA,HIV/AIDS Community-Based Research (merged),Understanding syndemics and HIV/STI vulnerability among Northern Indigenous youth in the Northwest Territories,444025,0,3 yrs 0 mth ,0.0,13.003638398258435,2015
"Jagosh, Justin J",Direct Payment,Travel Awards - Institute Community Support,201109ISU,Institute of Population and Public Health - Travel Awards,Understanding the Benefits of Long-Term Partnerships: Findings from a realist review assessing Community-Based Participatory Research (CBPR).,2500,0,0 yr 1 mth ,0.08333333333333333,7.824445930877619,2011
"Adams, Matthew; Galloway, Tracey L; Wilson, Kathleen J",University of Toronto,Op. Gr.:Emerging COVID-19 Res. Gaps & Priorities (July 2021) - Urban Populations,202109EG3,Operating Grant: Emerging COVID-19 Research Gaps & Priorities (July 2021),Understanding the COVID-19 Journeys and Vaccine Experiences of Racialized and Immigrant Communities in the Greater Toronto Area,199000,0,1 yr 0 mth ,1.0,12.201065128819632,2021
"Lu, Si Yinn",University of Toronto,Summer Program in Aging,202312SMP,Summer Program in Aging,Understanding the Constructions of Loneliness in Older Adults' Lived Experiences and Practices: An Ethnographic Inquiry,470,0,1 yr 0 mth ,1.0,6.154858094016418,2023
"Giles, Madison L",Memorial University of Newfoundland,Master's Award - HIV/AIDS Community-Based Research: Aboriginal Stream,201304CBD,HIV/AIDS Community-Based Research (merged),"Understanding the Experiences of First Nations, Métis and Inuit Youth with HIV/AIDS Prevention Programs in Labrador.",17500,0,1 yr 0 mth ,1.0,9.770013301136158,2013
"Slaunwhite, Amanda K; Crooks, Valorie A; Schuurman, Nadine C",University of British Columbia,Project Grant,202303PJT,"Psychosocial, Sociocultural & Behavioural Determinants of Health",Understanding the Geography of Overdose: A Mixed Methods Study,879752,0,4 yrs 0 mth ,0.0,13.687396465237693,2023
"Watson, Tristan",University of Toronto,Doctoral: Vanier Canada Graduate Scholarships,202011CGV,Vanier Canada Graduate Scholarships CIHR,Understanding the Impact of Osteoarthritis on Depression in the Canadian Population,150000,0,3 yrs 0 mth ,0.0,11.918397239722838,2020
"Freeman, Sloane; McNelles, Laurie",Unity Health Toronto,"Op Gr:Understanding/mitigating impacts of COVID-19 on children, youth & families",202107UIP,"Understanding/mitigating impacts of COVID-19 on children, youth & families",Understanding the Impact of The COVID-19 Pandemic on Academic Achievement in Ontario- A Population-Based Cohort Study,150000,0,1 yr 0 mth ,1.0,11.918397239722838,2021
"Woodgate, Roberta L",University of Manitoba,Project Grant,202209PJT,"Public, Community & Population Health",Understanding the Impacts of COVID-19 on the Mental Health and Well-being of Canadian Youth Coming of Age in COVID Times,776475,0,5 yrs 0 mth ,0.0,13.562521013173065,2022
"Hanley, Anthony J",University of Toronto,"Operating Grant - PA: First Nations, Inuit and Metis Health",201109IPH,Aboriginal Peoples' Health,Understanding the Importance of Newly Identified Diabetes Risk Factors among Aboriginal Canadians: The Sandy Lake Health and Diabetes Project,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2011
"Woodhall-Melnik, Julia R",Unity Health Toronto,Planning and Dissemination Grant - Institute Community Support,201408PCS,Planning and Dissemination - IHDCYH,Understanding the Landscape of Mental Health: Engaging Youth in an Interactive World Café,12500,0,1 yr 0 mth ,1.0,9.433563920090563,2014
"Jefferies, Keisha H",Dalhousie University (Nova Scotia),Doctoral: Vanier Canada Graduate Scholarships,201810CGV,Vanier Canada Graduate Scholarships CIHR,Understanding the Leadership Experience of African Nova Scotian Nurses and the Implications for the Health of the African Nova Scotian Community Using a Black Feminist Lens,150000,0,3 yrs 0 mth ,0.0,11.918397239722838,2018
"Covelli, Andrea M; Dryden, OmiSoore H",Sinai Health System (Toronto),Project Grant - PA: Patient-Oriented Research: Early-Career Investigator,202303PJM,"Psychosocial, Sociocultural & Behavioural Determinants of Health",Understanding the Lived Experiences of Black People with Breast Cancer in Atlantic Canada,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2023
"Yamamoto, Shelby",University of Alberta,Project Grant - PA: Sex and Gender in Health Research (Bridge funding),202209PJX,"Gender, Sex & Health",Understanding the Perceptions and Health Impacts of Climate Change among 2SLGBTQIA+ People in Alberta: A Mixed-Methods Pilot Study,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2022
"Mayan, Maria Jane",University of Alberta,Planning/Dissemination Grants - IPPH - ICS - Building Healthy Cities - General,201711PD1,Planning and Dissemination - Healthy Cities Research Initiative,Understanding the Population Health Impacts of a City-Wide Initiative to End Poverty,10000,0,1 yr 0 mth ,1.0,9.210440366976517,2017
"Cleaver, Shaun R",University of Toronto,CIHR Fellowship,201102MFE,Allied Health Professionals - Fellowships,"Understanding the Rehabilitation Needs of Persons with Disabilities: Community-Based Participatory Research to Improve Services in Lusaka, Zambia",275000,0,5 yrs 0 mth ,0.0,12.524530013005734,2011
"Godin, Judith",Mount Saint Vincent University (Halifax),Travel Awards - Institute Community Support,201501ISU,Summer Program in Aging,Understanding the Relationship between Employment and Health in Older Workers,660,0,1 yr 0 mth ,1.0,6.493753839851686,2015
"Begley, Jaclene M",Toronto Metropolitan University,Travel Awards - Institute Community Support,201607ISU,Institute of Health Services and Policy Research,Understanding the Residential Location Choices of Older Adults,1500,0,1 yr 0 mth ,1.0,7.313886831633462,2016
"Kestens, Yan",Centre hospitalier de l'Université de Montréal (CHUM),Team Grant-Joint call for Res Appl (JCRA) Ageing Res-ERA-AGE2,201203TEA,Special Cases,Understanding the Role of Contrasting Urban Contexts in Healthy Aging: An International Study of Daily Mobility and Active Living Using Wearable Sensor Devices across Cohorts,115733,0,3 yrs 0 mth ,0.0,11.659049733452296,2012
"Pabayo, Roman A",University of Alberta,Project Grant - PA: Data Analysis Using Existing Databases and Cohorts,202010PJV,"Public, Community & Population Health 2","Understanding the Role of Social-Economic Inequality on Deaths Due to Drug Overdose, Suicide, and Alcoholic Liver Disease in Canada",75000,0,1 yr 0 mth ,1.0,11.225256725762893,2020
"Grace, Daniel",University of Toronto,Travel Awards - Institute Community Support,201501ISU,HIV/AIDS and/or other Sexually Transmitted and Blood-borne Infections (STBBIs).,"Understanding the Significance of ""Becoming Undetectable"": Longitudinal Narratives of Gay Men's Sex Lives after Being Diagnosed with HIV",2500,0,1 yr 0 mth ,1.0,7.824445930877619,2015
"Schiller, Kristen",University of Alberta,Master's Award: Canada Graduate Scholarships,201202GSM,Canada Graduate Scholarships Master's Awards B,Understanding the Therapeutic Alliance in Young Offender Therapy Through the Experiences of Youth,17500,0,1 yr 0 mth ,1.0,9.770013301136158,2012
"BORHAN, ASM",McMaster University,Catalyst Grant: Analysis of CLSA Data,202310ACD,Catalyst Grant: Analysis of CLSA Data,Understanding the aging process - a multi-omics approach,68016,0,1 yr 0 mth ,1.0,11.12751295291345,2023
"Sinyor, Mark; Schaffer, Ayal","Sunnybrook Research Institute (Toronto, Ontario)",Project Grant,202309PJT,"Public, Community & Population Health 2",Understanding the association between community-level factors and suicide in Ontario,263925,0,3 yrs 0 mth ,0.0,12.483424039805913,2023
"Logsetty, Sarvesh; Spiwak, Rae",University of Manitoba,"Catalyst Grant: Alcohol research - Prevention, harm reduction, and treatment",202109AI2,Catalyst Grant: Alcohol research to inform health policies and interventions,Understanding the consequences of alcohol related traumatic injury using longitudinal administrative data.,99973,0,1 yr 0 mth ,1.0,11.512665431164368,2021
"Santaguida, Pasqualina L",McMaster University,Catalyst Grant: Analysis of CLSA Data,201608ACD,Catalyst Grant: Analysis of CLSA Data,Understanding the disablement process in people with osteoarthritis and rheumatoid arthritis: Analysis of the CLSA Comprehensive Cohort baseline data,70000,0,1 yr 0 mth ,1.0,11.156264806643742,2016
"Hanley, Anthony J",University of Toronto,Operating Grant,201209MOP,Aboriginal Peoples' Health,"Understanding the effects of social, behavioural and metabolic factors on early childhood growth trajectories among Aboriginal Canadians",793318,0,5 yrs 0 mth ,0.0,13.583980689589442,2012
"Pelletier, Chelsea",University of Northern British Columbia,Catalyst Gr: Disease Prev./Risk Factor Modification - Non-communicable diseases,201909UD1,Catalyst Grants: Understanding Disease Prevention and Risk Factor Modification,Understanding the factors influencing physical activity behaviour in rural communities,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2019
"Zwerling, Alice A",Direct Payment,CIHR Fellowship,201202MFE,Health Research Training A - Post-PhD (HTA),Understanding the impact and cost-effectiveness of alternative Tuberculosis screening strategies of health care workers (HCWs),100000,0,2 yrs 0 mth ,0.0,11.51293546492023,2012
"Jenei, Kristina",Direct Payment,Doctoral Award: Doctoral Foreign Study Award (DFSA),202110DFD,Doctoral Research Awards - B,Understanding the impact of United States policy spillovers on cancer drug reimbursement decisions internationally,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2021
"Crooks, Claire V",Centre for Addiction and Mental Health (Toronto),Operating Grant: Population Health Intervention Research,201212GIR,Operating Grant: Population Health Intervention Research,Understanding the impact of adapting and implementing an evidence-based mental health promotion program: The Mental Health First Aid-First Nations initiative,198481,1350,0 yr 1 mth ,0.08333333333333333,12.198453694896937,2012
"de Oliveira, Claire",Centre for Addiction and Mental Health (Toronto),Operating Grant: Data Analysis Using Existing CDN Databases and Cohorts,202310EDC,Op.Grant:Data Analysis Using Existing Databases and Cohorts,Understanding the impact of maternal depression on offspring later life socioeconomic outcomes,74088,0,1 yr 0 mth ,1.0,11.213022352221492,2023
"Ricciardelli, Rose",Memorial University of Newfoundland,Catalyst Grant: PTSI among PSP workers,201809PPS,Post-Traumatic Stress Injuries among Public Safety Personnel,Understanding the impact of prison work on the mental health of Correctional Officers employed by Correctional Services Canada: Beginning a longitudinal study,122815,0,1 yr 0 mth ,1.0,11.718442579367371,2018
"Anderson, Laura N",McMaster University,Project Grant,202104PJT,"Public, Community & Population Health 3",Understanding the impact of the COVID-19 pandemic on obesity and diabetes among Canadians; a prospective population-based cohort study,742050,0,5 yrs 0 mth ,0.0,13.517173252941141,2021
"Ljubicic, Gita J; Tagalik, Shirley",McMaster University,Team Grant: Food Security and Climate Change in the Canadian North,202204FCC,Food Security and Climate Change in the Canadian North - Team Grant,"Understanding the impacts of climate change on Arctic nesting geese - a key towards Inuit food sovereignty in Arviat, Nunavut",1163020,0,4 yrs 0 mth ,0.0,13.966531488087565,2022
"O'Connor, Mark; Laflamme, Lea",Direct Payment,Food Security and Climate Change in the Canadian North,201810FFS,Food Security and Climate Change in the Canadian North - Development and Engagement Grants,Understanding the impacts of climate change on Nunavik Inuit Food security: An Inuit-led initiative to ensure that the influences of climate change on traditional foods are considered in efforts to address the food security of Nunavik Inuit.,143522,0,2 yrs 0 mth ,0.0,11.874250580084192,2018
"Pearce, Margo E",University of British Columbia,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - B,Understanding the influence of early childhood sexual trauma and protective factors on incidence of HIV infection and other negative health outcomes among young Aboriginal people who use drugs in British Columbia,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2008
"Dhebar, Meera",University of Victoria (British Columbia),Health System Impact Fellowships - PostDoc Western Canada 2-year,202303IF8,Fellowship : Health System Impact Fellowships Post Doctoral Fellows (IHSPR FE),Understanding the intersectional impacts of living through the COVID-19 pandemic on the mental health and sexual and reproductive health (SRH) of 2SLGBTQ BIPOC communities,108500,0,2 yrs 0 mth ,0.0,11.59451466851004,2023
"Banack, Hailey R",Direct Payment,CIHR Fellowship,201611MFE,Health Research Training B - HP,Understanding the joint effects of obesity and hormone therapy on risk of cardiovascular disease in postmenopausal women,150000,0,3 yrs 0 mth ,0.0,11.918397239722838,2016
"Anand, Sonia S",McMaster University,Catalyst Gr: Disease Prev./Risk Factor Modification - Non-communicable diseases,201909UD1,Catalyst Grants: Understanding Disease Prevention and Risk Factor Modification,Understanding the levers and barriers towards improved health among  South Asians Across the Life-Course: Can we empower women as Agents of Change?,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2019
"Sokolowski, Helen M",Baycrest Centre for Geriatric Care (Toronto),Fellowship - Priority Announcement: Aging,202110AGE,Health Research Training B - HP,"Understanding the link between occupations in Science, Technology, Engineering and Mathematics (STEM), brain health and neurodegeneration over the trajectory of aging",45000,0,1 yr 0 mth ,1.0,10.714439990727769,2021
"Bardwell, Geoff; Rochon, Renee R; Ibanez-Carrasco, Francisco",University of Waterloo (Ontario),Catalyst Grant: HIV/AIDS CBR Program - General Stream,202305CDE,HIV/AIDS and STBBI Community-Based Research (General stream) Merged,"Understanding the lived experience of injection drug use and access to harm reduction services in Northern and smaller urban settings: the case of Sudbury, Ontario",100000,0,1 yr 0 mth ,1.0,11.51293546492023,2023
"Philip, George",University of Western Ontario,Summer Program in Aging,202312SMP,Summer Program in Aging,Understanding the manifestation and perpetuation of dementia-related stigma and ageism through naturalistic conversation between racialized persons living with dementia and their care partner,867,0,1 yr 0 mth ,1.0,6.7661917146603505,2023
"Baiden, Philip",University of Western Ontario,CIHR Fellowship,201611MFE,Health Research Training B - HP,"Understanding the mechanisms and pathways linking adverse childhood experiences to non-suicidal self-injury among adolescents in mental health settings in Ontario, Canada: The mediating role of parental support and resilience",90000,0,2 yrs 0 mth ,0.0,11.407576060361786,2016
"Bandara, Shashika",McGill University,Doctoral: Vanier Canada Graduate Scholarships,202111CGV,Vanier Canada Graduate Scholarships CIHR,Understanding the political economy of tobacco control and production to facilitate comprehensive tobacco control policies in Zimbabwe,150000,0,3 yrs 0 mth ,0.0,11.918397239722838,2021
"Tarasoff, Lesley A",University of Toronto,CIHR Fellowship,201811MFE,Health Research Training A - Post-PhD (HTA),Understanding the preconception health of women with disabilities in Ontario: Service user and provider perspectives,112500,0,2 yrs 6 mths ,0.0,11.630717389475995,2018
"Orri, Massimiliano; Castellanos Ryan, Natalie",CIUSSS de l'Ouest-de-l'Ile-de-Montréal-Douglas Hospital,Project Grant,202109PJT,Social & Developmental Aspects of Children's & Youth's Health,"Understanding the role of adolescent cannabis use in the pathways to depression, anxiety, and suicidality: a genetically informed multi-cohort study",294524,0,4 yrs 0 mth ,0.0,12.59311916811432,2021
"Mah, Sarah M",University of Toronto,CIHR Fellowship,202012MFE,Health Research Training A - Post-PhD (HTA),Understanding the role of local environments in supporting community belonging and population health,135000,0,3 yrs 0 mth ,0.0,11.813037464800539,2020
"Williamson, Linzi",University of Saskatchewan,Fellowship: POR Awards - Transition to Leadership Stream - Phase 1,201911TLS,POR Awards- Transition to Leadership Stream- Phase 1- Fellowship,Understanding the role of stigma for veterans with post-traumatic stress disorder and determining methods for better supporting the integration of service dogs in their lives,232500,0,3 yrs 0 mth ,0.0,12.356649805075568,2019
"Kerpan, Serene T",University of Saskatchewan,Master's Award: Frederick Banting and Charles Best Canada Graduate Scholarships,200902CGM,Canada Graduate Scholarships Master's Awards B,Understanding the social and cultural factors that affect body weight in urban Aboriginal adolescents.,17500,0,1 yr 0 mth ,1.0,9.770013301136158,2009
